,userId,movieId,rating
106964,741,1291,5.0
106973,741,1307,5.0
106991,741,1356,4.0
107004,741,1387,0.5
107007,741,1393,0.5
107028,741,1517,3.0
107030,741,1527,4.0
107037,741,1573,1.0
107038,741,1580,4.5
107039,741,1584,1.5
107049,741,1610,5.0
107051,741,1617,5.0
107057,741,1653,5.0
107066,741,1682,5.0
107073,741,1704,4.5
107076,741,1721,0.5
107081,741,1732,5.0
107090,741,1784,5.0
107108,741,1917,3.0
107111,741,1923,4.5
107126,741,1961,5.0
107130,741,1968,4.5
107153,741,2000,4.5
107158,741,2011,0.5
107159,741,2012,0.5
107167,741,2028,5.0
107187,741,2115,4.5
107205,741,2174,4.5
107255,741,2291,5.0
107265,741,2324,5.0
107266,741,2329,5.0
107274,741,2355,4.5
107288,741,2396,4.0
107346,741,2571,4.5
107353,741,2628,0.5
107362,741,2683,3.0
107368,741,2700,0.5
107370,741,2706,4.0
107372,741,2710,5.0
107373,741,2716,4.5
107384,741,2762,4.5
107389,741,2791,4.0
107391,741,2797,4.5
107410,741,2858,5.0
107427,741,2916,4.5
107429,741,2918,5.0
107440,741,2959,5.0
107450,741,2987,5.0
107454,741,2997,4.5
107491,741,3114,4.5
107498,741,3147,5.0
107610,741,3578,3.0
107671,741,3793,3.5
107693,741,3897,3.5
107727,741,3996,4.5
107730,741,4011,5.0
107733,741,4022,5.0
107734,741,4027,4.5
107781,741,4226,4.5
107795,741,4306,5.0
107920,741,4886,4.5
107936,741,4963,4.5
107938,741,4973,5.0
107943,741,4993,5.0
107944,741,4995,5.0
108009,741,5349,2.0
108024,741,5418,3.0
108031,741,5445,3.5
108150,741,5952,5.0
108157,741,5989,5.0
108219,741,6377,4.0
108258,741,6539,4.5
108305,741,6874,4.0
108357,741,7153,5.0
108397,741,7361,5.0
108405,741,7438,3.5
108543,741,8961,4.5
108642,741,33794,4.5
111129,768,2,3.0
111131,768,6,4.0
111133,768,10,4.0
111136,768,16,3.0
111137,768,21,3.0
111140,768,32,5.0
111141,768,39,3.0
111143,768,47,5.0
111144,768,50,4.0
111149,768,95,3.0
111150,768,110,4.0
111151,768,111,3.5
111156,768,150,3.0
111159,768,153,3.5
111160,768,161,3.0
111162,768,165,4.0
111171,768,208,3.5
111174,768,231,3.0
111175,768,253,4.0
111177,768,260,4.5
111179,768,288,4.0
111180,768,293,4.0
111181,768,296,5.0
111183,768,316,4.0
111184,768,318,4.5
111187,768,329,4.0
111188,768,344,1.5
111190,768,349,3.0
111193,768,356,4.0
111195,768,367,4.0
111199,768,377,4.0
111201,768,380,4.0
111211,768,434,3.0
111212,768,440,4.0
111213,768,442,4.0
111214,768,454,3.5
111216,768,457,4.0
111221,768,474,3.5
111223,768,480,3.0
111228,768,500,2.0
111232,768,539,3.0
111234,768,541,5.0
111241,768,586,2.0
111242,768,588,3.0
111243,768,589,4.0
111244,768,592,4.0
111245,768,593,5.0
111246,768,594,3.0
111247,768,597,3.0
111248,768,608,4.0
111250,768,648,3.0
111257,768,733,4.5
111258,768,736,2.5
111261,768,750,4.0
111264,768,778,4.0
111265,768,780,3.0
111268,768,788,2.0
111276,768,858,5.0
111280,768,904,3.5
111283,768,924,4.0
111291,768,1036,5.0
111295,768,1079,5.0
111298,768,1089,4.0
111301,768,1097,3.0
111303,768,1101,4.0
111306,768,1127,3.5
111309,768,1136,4.0
111311,768,1193,4.5
111312,768,1196,5.0
111313,768,1197,3.5
111314,768,1198,4.5
111316,768,1200,5.0
111319,768,1206,4.5
111320,768,1208,5.0
111322,768,1210,4.0
111323,768,1213,3.5
111324,768,1214,5.0
111327,768,1219,4.0
111328,768,1220,4.0
111329,768,1221,5.0
111330,768,1222,4.0
111334,768,1240,4.5
111336,768,1246,3.0
111341,768,1258,4.5
111342,768,1259,4.0
111346,768,1265,4.0
111348,768,1270,4.0
111356,768,1291,4.0
111369,768,1356,4.0
111383,768,1387,3.5
111386,768,1393,3.0
111404,768,1517,3.0
111405,768,1527,5.0
111411,768,1573,3.0
111412,768,1580,4.0
111413,768,1584,3.0
111422,768,1610,3.0
111424,768,1617,3.0
111434,768,1653,3.0
111438,768,1682,3.0
111442,768,1704,4.0
111445,768,1721,3.0
111449,768,1732,3.5
111471,768,1917,2.5
111474,768,1923,3.0
111477,768,1961,3.0
111491,768,2000,4.0
111498,768,2011,3.0
111499,768,2012,3.5
111505,768,2028,4.0
111518,768,2115,3.0
111532,768,2174,3.5
111544,768,2291,4.0
111552,768,2329,3.0
111596,768,2502,4.0
111614,768,2571,4.0
111621,768,2628,3.5
111627,768,2683,3.0
111630,768,2700,3.5
111633,768,2706,3.0
111634,768,2710,3.0
111636,768,2716,4.0
111643,768,2762,4.0
111649,768,2791,3.0
111652,768,2797,2.0
111662,768,2858,3.5
111670,768,2916,4.5
111671,768,2918,3.0
111680,768,2959,4.5
111684,768,2987,4.0
111689,768,2997,3.5
111703,768,3147,3.0
111768,768,3578,4.0
111815,768,3793,4.0
111843,768,3996,3.0
111850,768,4011,4.5
111852,768,4022,3.0
111880,768,4226,4.0
111893,768,4306,4.0
111958,768,4878,4.0
111962,768,4896,3.5
111972,768,4963,4.0
111973,768,4973,3.5
111976,768,4993,5.0
111977,768,4995,4.0
112015,768,5349,2.0
112018,768,5418,3.5
112022,768,5445,4.0
112062,768,5952,4.5
112065,768,5989,3.5
112102,768,6539,4.5
112135,768,6874,3.5
112166,768,7153,5.0
112185,768,7438,3.5
112327,768,33794,4.0
112523,768,58559,3.5
113566,775,1,4.5
113567,775,2,2.0
113570,775,6,3.5
113572,775,10,4.5
113573,775,11,4.0
113577,775,16,4.0
113578,775,17,4.0
113580,775,19,1.5
113581,775,21,2.5
113584,775,25,4.0
113589,775,32,4.0
113590,775,34,4.0
113592,775,36,3.5
113593,775,39,3.5
113600,775,47,4.5
113602,775,50,4.0
113606,775,62,2.5
113615,775,95,1.0
113618,775,104,4.0
113621,775,110,5.0
113622,775,111,5.0
113627,775,141,4.5
113628,775,150,4.0
113630,775,153,3.5
113634,775,161,3.5
113637,775,165,4.5
113645,775,185,0.5
113658,775,208,2.5
113663,775,223,4.5
113667,775,231,1.5
113678,775,253,3.5
113681,775,260,5.0
113691,775,288,4.0
113693,775,292,3.0
113694,775,293,5.0
113695,775,296,5.0
113697,775,300,5.0
113702,775,316,2.5
113704,775,318,4.0
113708,775,329,3.5
113709,775,337,4.5
113711,775,339,1.0
113713,775,344,2.5
113716,775,349,3.5
113721,775,356,4.0
113722,775,357,4.0
113723,775,364,4.0
113726,775,367,3.0
113732,775,377,3.5
113734,775,380,3.5
113740,775,410,3.5
113753,775,434,3.0
113755,775,440,4.0
113757,775,442,3.0
113764,775,454,4.0
113766,775,457,4.0
113771,775,474,4.5
113773,775,480,4.5
113782,775,500,3.0
113785,775,508,2.0
113797,775,527,5.0
113806,775,539,1.5
113808,775,541,5.0
113812,775,551,4.0
113821,775,586,2.5
113822,775,587,2.5
113823,775,588,3.0
113824,775,589,4.5
113825,775,590,4.0
113826,775,592,4.0
113827,775,593,5.0
113828,775,594,4.0
113829,775,595,3.5
113831,775,597,2.0
113833,775,608,5.0
113839,775,648,2.0
113856,775,733,3.0
113857,775,736,2.5
113861,775,750,5.0
113864,775,778,5.0
113865,775,780,4.0
113871,775,788,1.5
113887,775,858,4.5
113899,775,904,4.0
113903,775,912,4.0
113907,775,919,4.5
113911,775,923,5.0
113912,775,924,5.0
113943,775,1036,5.0
113953,775,1073,5.0
113955,775,1079,4.5
113956,775,1080,4.5
113962,775,1089,5.0
113969,775,1097,4.5
113972,775,1101,3.5
113978,775,1127,4.0
113981,775,1136,4.0
113995,775,1193,5.0
113996,775,1196,5.0
113997,775,1197,4.5
113998,775,1198,5.0
114000,775,1200,5.0
114004,775,1206,5.0
114006,775,1208,5.0
114007,775,1210,4.5
114009,775,1213,5.0
114010,775,1214,5.0
114013,775,1219,5.0
114014,775,1220,4.5
114015,775,1221,4.5
114016,775,1222,3.5
114018,775,1225,5.0
114028,775,1240,4.0
114033,775,1246,3.5
114043,775,1258,3.0
114044,775,1259,3.5
114049,775,1265,3.5
114054,775,1270,5.0
114069,775,1291,5.0
114081,775,1307,2.5
114094,775,1356,5.0
114109,775,1387,5.0
114114,775,1393,4.0
114142,775,1517,4.0
114144,775,1527,5.0
114154,775,1573,2.0
114155,775,1580,4.0
114157,775,1584,4.0
114167,775,1610,4.5
114172,775,1617,5.0
114181,775,1653,3.5
114191,775,1682,5.0
114198,775,1704,3.0
114201,775,1721,4.0
114206,775,1732,4.0
114210,775,1784,4.0
114230,775,1917,2.0
114234,775,1923,4.5
114251,775,1961,5.0
114255,775,1968,4.0
114270,775,2000,3.0
114278,775,2011,4.5
114279,775,2012,4.0
114289,775,2028,4.0
114328,775,2115,5.0
114358,775,2174,4.0
114383,775,2291,4.0
114396,775,2324,4.0
114398,775,2329,2.0
114432,775,2396,4.0
114477,775,2502,4.0
114495,775,2571,4.5
114507,775,2628,2.0
114521,775,2683,4.5
114525,775,2700,5.0
114527,775,2706,4.5
114529,775,2710,4.0
114531,775,2716,4.0
114551,775,2762,4.0
114557,775,2791,4.5
114562,775,2797,3.5
114571,775,2858,3.5
114588,775,2916,4.5
114590,775,2918,4.0
114605,775,2959,5.0
114613,775,2987,5.0
114617,775,2997,5.0
114658,775,3114,4.0
114662,775,3147,3.0
114784,775,3578,2.5
114842,775,3793,4.0
114860,775,3897,3.0
114890,775,3996,5.0
114899,775,4022,4.0
114901,775,4027,4.0
114943,775,4226,4.0
114962,775,4306,3.0
115079,775,4878,4.0
115081,775,4886,2.5
115084,775,4896,4.5
115094,775,4963,4.0
115098,775,4973,5.0
115106,775,4993,4.5
115108,775,4995,4.0
115147,775,5349,4.5
115161,775,5445,4.0
115226,775,5952,5.0
115231,775,5989,4.0
115270,775,6377,5.0
115288,775,6539,4.0
115336,775,6874,5.0
115394,775,7153,4.0
115411,775,7361,5.0
115415,775,7438,5.0
115503,775,8961,5.0
132023,903,1,4.0
132024,903,2,4.0
132028,903,6,4.0
132032,903,10,1.0
132033,903,11,3.0
132037,903,16,3.0
132038,903,17,3.0
132040,903,19,1.0
132042,903,21,4.0
132046,903,25,4.0
132050,903,32,4.0
132051,903,34,4.0
132052,903,36,2.0
132054,903,39,3.0
132060,903,47,4.0
132062,903,50,5.0
132068,903,62,2.0
132092,903,95,2.0
132097,903,104,4.0
132100,903,110,4.0
132101,903,111,4.0
132115,903,141,3.0
132120,903,150,4.0
132122,903,153,1.0
132129,903,161,4.0
132133,903,165,3.0
132150,903,185,2.0
132167,903,208,4.0
132176,903,223,4.0
132183,903,231,4.0
132200,903,253,3.0
132206,903,260,5.0
132226,903,288,4.0
132230,903,292,3.0
132231,903,293,4.0
132234,903,296,5.0
132236,903,300,4.0
132245,903,316,3.0
132247,903,318,5.0
132256,903,329,2.0
132261,903,337,3.0
132263,903,339,3.0
132266,903,344,2.0
132271,903,349,3.0
132277,903,356,5.0
132278,903,357,4.0
132283,903,364,4.0
132286,903,367,4.0
132295,903,377,4.0
132298,903,380,2.0
132313,903,410,3.0
132336,903,434,4.0
132342,903,440,4.0
132344,903,442,2.0
132355,903,454,2.0
132358,903,457,4.0
132371,903,474,4.0
132377,903,480,4.0
132392,903,500,4.0
132399,903,508,2.0
132413,903,527,4.0
132423,903,539,4.0
132425,903,541,5.0
132434,903,551,4.0
132453,903,586,3.0
132454,903,587,4.0
132455,903,588,4.0
132456,903,589,4.0
132457,903,590,4.0
132458,903,592,3.0
132459,903,593,5.0
132460,903,594,3.0
132461,903,595,3.0
132463,903,597,2.0
132470,903,608,5.0
132488,903,648,2.0
132524,903,733,4.0
132526,903,736,3.0
132533,903,750,4.0
132540,903,778,5.0
132542,903,780,4.0
132549,903,788,3.0
132577,903,858,5.0
132596,903,904,3.0
132601,903,912,3.0
132606,903,919,4.0
132610,903,923,5.0
132611,903,924,3.0
132671,903,1036,4.0
132688,903,1073,4.0
132691,903,1079,5.0
132692,903,1080,4.0
132698,903,1089,5.0
132706,903,1097,5.0
132710,903,1101,1.0
132721,903,1127,3.0
132728,903,1136,4.0
132751,903,1193,5.0
132753,903,1196,5.0
132754,903,1197,4.0
132755,903,1198,5.0
132757,903,1200,5.0
132762,903,1206,4.0
132764,903,1208,5.0
132765,903,1210,4.0
132768,903,1213,5.0
132769,903,1214,4.0
132774,903,1219,5.0
132775,903,1220,5.0
132776,903,1221,4.0
132777,903,1222,3.0
132779,903,1225,4.0
132791,903,1240,4.0
132797,903,1246,5.0
132809,903,1258,3.0
132810,903,1259,5.0
132816,903,1265,4.0
132821,903,1270,4.0
132842,903,1291,4.0
132857,903,1307,5.0
132890,903,1356,3.0
132909,903,1387,5.0
132915,903,1393,4.0
132973,903,1517,3.0
132977,903,1527,3.0
132992,903,1573,3.0
132993,903,1580,3.0
132996,903,1584,4.0
133017,903,1610,3.0
133055,903,1682,4.0
133066,903,1704,5.0
133071,903,1721,4.0
133076,903,1732,5.0
133094,903,1784,4.0
133157,903,1917,3.0
133161,903,1923,3.0
133186,903,1961,4.0
133193,903,1968,2.0
133224,903,2000,3.0
133233,903,2011,4.0
133234,903,2012,3.0
133249,903,2028,4.0
133325,903,2115,4.0
133373,903,2174,4.0
133430,903,2291,3.0
133448,903,2324,4.0
133452,903,2329,4.0
133471,903,2355,4.0
133507,903,2396,4.0
133589,903,2502,3.0
133630,903,2571,3.0
133652,903,2628,2.0
133674,903,2683,3.0
133683,903,2700,4.0
133686,903,2706,3.0
133689,903,2710,2.0
133692,903,2716,5.0
133727,903,2762,4.0
133738,903,2791,5.0
133744,903,2797,4.0
133774,903,2858,5.0
133812,903,2916,3.0
133814,903,2918,5.0
133836,903,2959,4.0
133848,903,2987,4.0
133856,903,2997,3.0
133925,903,3114,4.0
133934,903,3147,3.0
134138,903,3578,3.0
134255,903,3793,4.0
134298,903,3897,3.0
134350,903,3996,4.0
134363,903,4011,4.0
134370,903,4022,3.0
134372,903,4027,5.0
134466,903,4306,4.0
146239,982,1,3.0
146240,982,2,2.0
146244,982,6,3.5
146247,982,10,3.0
146248,982,11,3.0
146252,982,16,4.0
146253,982,17,3.0
146255,982,19,3.0
146257,982,21,3.0
146261,982,25,3.5
146264,982,32,3.5
146265,982,34,2.5
146266,982,36,3.0
146267,982,39,3.0
146270,982,47,5.0
146272,982,50,4.0
146282,982,95,2.5
146284,982,104,3.0
146287,982,110,3.0
146288,982,111,4.0
146294,982,141,3.5
146297,982,150,3.0
146300,982,153,3.0
146306,982,161,3.0
146310,982,165,3.0
146318,982,185,2.0
146328,982,208,2.5
146332,982,223,4.0
146338,982,231,3.0
146345,982,253,3.5
146347,982,260,4.0
146353,982,288,3.5
146355,982,292,3.0
146356,982,293,3.5
146357,982,296,5.0
146364,982,316,3.0
146366,982,318,4.5
146370,982,329,2.5
146372,982,337,4.0
146374,982,344,3.5
146377,982,349,3.0
146381,982,356,2.5
146382,982,357,4.0
146385,982,364,3.5
146388,982,367,2.5
146396,982,377,3.5
146398,982,380,2.5
146405,982,410,3.5
146417,982,434,3.0
146420,982,440,2.5
146422,982,442,2.5
146425,982,454,3.0
146427,982,457,3.0
146436,982,474,3.0
146439,982,480,3.0
146450,982,500,3.0
146455,982,508,3.0
146464,982,527,3.5
146469,982,539,3.0
146471,982,541,4.0
146476,982,551,4.0
146484,982,586,3.0
146485,982,587,2.5
146486,982,588,3.0
146487,982,589,3.5
146488,982,590,3.0
146489,982,592,3.0
146490,982,593,3.5
146491,982,595,3.5
146493,982,597,3.0
146496,982,608,4.0
146506,982,648,2.5
146521,982,733,3.0
146523,982,736,2.5
146530,982,750,3.5
146535,982,778,4.0
146536,982,780,2.5
146541,982,788,2.0
146556,982,858,4.5
146565,982,904,5.0
146567,982,912,3.5
146571,982,923,4.0
146572,982,924,4.5
146595,982,1036,4.0
146603,982,1073,3.5
146606,982,1079,3.5
146607,982,1080,4.0
146610,982,1089,4.5
146616,982,1097,2.5
146618,982,1101,3.0
146621,982,1127,3.0
146626,982,1136,4.0
146636,982,1193,5.0
146637,982,1196,4.0
146638,982,1198,4.0
146640,982,1200,4.0
146645,982,1206,4.5
146646,982,1208,4.5
146648,982,1210,3.5
146650,982,1213,4.5
146651,982,1214,4.0
146655,982,1219,3.5
146656,982,1220,3.5
146657,982,1221,4.5
146658,982,1222,4.5
146660,982,1225,4.0
146666,982,1240,4.0
146671,982,1246,4.0
146680,982,1258,4.0
146681,982,1259,4.5
146685,982,1265,4.0
146687,982,1270,3.5
146696,982,1291,4.0
146704,982,1307,3.5
146722,982,1356,2.5
146739,982,1387,3.5
146744,982,1393,3.5
146774,982,1517,3.5
146776,982,1527,3.5
146782,982,1573,2.5
146783,982,1580,3.0
146784,982,1584,2.5
146797,982,1610,3.0
146801,982,1617,4.0
146811,982,1653,3.0
146819,982,1682,3.0
146826,982,1704,3.0
146830,982,1721,3.0
146835,982,1732,5.0
146844,982,1784,3.5
146868,982,1917,2.5
146872,982,1923,3.5
146883,982,1961,3.5
146887,982,1968,3.5
146914,982,2000,3.5
146922,982,2011,3.0
146923,982,2012,3.5
146932,982,2028,3.5
146957,982,2115,4.0
146982,982,2174,3.0
147008,982,2291,3.5
147021,982,2329,4.0
147029,982,2355,3.0
147088,982,2502,3.5
147114,982,2571,3.5
147123,982,2628,3.0
147134,982,2683,3.5
147138,982,2700,3.0
147141,982,2706,3.0
147143,982,2710,2.0
147145,982,2716,3.0
147155,982,2762,3.5
147164,982,2791,3.5
147169,982,2797,2.0
147181,982,2858,4.0
147197,982,2916,3.5
147199,982,2918,3.5
147212,982,2959,5.0
147221,982,2987,2.5
147226,982,2997,3.5
147253,982,3114,3.0
147258,982,3147,3.0
147377,982,3578,3.5
147440,982,3793,2.5
147461,982,3897,3.5
147486,982,3996,3.5
147495,982,4011,3.0
147502,982,4022,3.0
147504,982,4027,3.0
147544,982,4226,4.0
147558,982,4306,3.0
147673,982,4878,4.5
147675,982,4886,3.5
147678,982,4896,3.0
147690,982,4963,3.0
147691,982,4973,4.0
147698,982,4993,4.0
147700,982,4995,3.5
147752,982,5349,3.0
147764,982,5418,3.5
147768,982,5445,3.0
147854,982,5952,4.0
147864,982,5989,3.5
147925,982,6539,3.5
147977,982,6874,4.0
148040,982,7153,4.0
148060,982,7361,3.5
148070,982,7438,4.0
148183,982,8961,3.5
148274,982,33794,3.5
148416,982,58559,3.5
267443,1849,1,4.5
267444,1849,2,3.0
267449,1849,10,4.0
267450,1849,11,4.0
267453,1849,17,4.0
267454,1849,19,2.0
267455,1849,21,3.0
267461,1849,32,3.5
267462,1849,34,3.5
267464,1849,39,3.5
267467,1849,47,4.0
267469,1849,50,5.0
267471,1849,62,3.0
267481,1849,95,3.0
267483,1849,104,2.5
267484,1849,110,4.5
267485,1849,111,4.0
267490,1849,141,3.0
267493,1849,150,3.5
267495,1849,153,3.0
267498,1849,161,3.5
267500,1849,165,3.5
267507,1849,185,4.0
267513,1849,208,1.5
267519,1849,223,3.5
267523,1849,231,3.0
267532,1849,253,3.5
267534,1849,260,4.5
267545,1849,292,3.0
267546,1849,293,4.0
267547,1849,296,4.0
267548,1849,300,3.0
267550,1849,316,3.5
267552,1849,318,5.0
267554,1849,329,3.0
267556,1849,339,4.0
267558,1849,344,2.5
267560,1849,349,3.5
267565,1849,356,4.0
267566,1849,357,3.5
267570,1849,364,4.5
267571,1849,367,2.5
267576,1849,377,3.0
267577,1849,380,3.5
267579,1849,410,2.5
267585,1849,434,3.0
267589,1849,440,4.0
267590,1849,442,3.5
267594,1849,454,3.0
267596,1849,457,4.0
267601,1849,474,3.5
267602,1849,480,3.5
267610,1849,500,3.0
267613,1849,508,3.5
267625,1849,539,4.0
267627,1849,541,4.0
267631,1849,551,3.5
267638,1849,586,3.5
267639,1849,587,3.5
267640,1849,588,4.0
267641,1849,589,3.5
267642,1849,590,4.0
267643,1849,592,3.5
267644,1849,593,5.0
267645,1849,594,4.0
267646,1849,595,5.0
267648,1849,597,3.5
267652,1849,608,3.5
267657,1849,648,3.5
267667,1849,733,3.5
267668,1849,736,3.0
267670,1849,750,4.0
267672,1849,780,4.0
267677,1849,788,3.0
267690,1849,858,4.5
267698,1849,904,4.0
267703,1849,912,4.5
267708,1849,919,4.0
267710,1849,923,4.5
267711,1849,924,3.5
267745,1849,1036,4.0
267754,1849,1073,3.5
267755,1849,1079,3.5
267756,1849,1080,3.5
267759,1849,1089,4.0
267763,1849,1097,3.5
267764,1849,1101,3.5
267766,1849,1127,3.5
267771,1849,1136,3.5
267775,1849,1196,4.5
267776,1849,1197,5.0
267777,1849,1198,4.5
267779,1849,1200,3.5
267783,1849,1210,4.5
267785,1849,1213,4.0
267786,1849,1214,4.0
267789,1849,1219,4.0
267790,1849,1220,3.5
267791,1849,1221,4.0
267792,1849,1222,4.0
267793,1849,1225,3.5
267796,1849,1240,3.0
267799,1849,1246,4.0
267805,1849,1258,4.0
267806,1849,1259,4.0
267808,1849,1265,4.0
267811,1849,1270,4.0
267821,1849,1291,4.0
267825,1849,1307,4.0
267837,1849,1356,3.5
267850,1849,1387,3.5
267853,1849,1393,3.0
267878,1849,1517,3.0
267880,1849,1527,4.0
267888,1849,1573,3.5
267889,1849,1580,3.5
267892,1849,1584,3.5
267902,1849,1610,3.0
267905,1849,1617,3.5
267912,1849,1653,3.5
267920,1849,1682,3.5
267928,1849,1704,3.5
267931,1849,1721,3.5
267935,1849,1732,3.5
267943,1849,1784,4.0
267960,1849,1917,3.0
267964,1849,1923,3.0
267971,1849,1961,3.5
267974,1849,1968,4.0
267982,1849,2000,3.5
